Sample_ID,Region,Depth,Month,Year,Site_ID,Lat,Long,Sorting_Method,WGA_Approach,Status,Primary_Tax_Method,Target_Region,Taxonomy,Plot_Taxa,Cluster_ID,O2_Content,Oxy_Type,OMZ_Phenotype,Topography,Completeness,Contamination,Strain_heterogeneity,Assembly_Length,Assembly_Length_MBP,Number_of_contigs,N50_Contigs,Mean_contig_length_(bp),Longest_contig_(bp),GC,Temperature_(ºC),Salinity_(psu),[O2]_(uM),[NO3-]_(uM),[NO2-]_(uM),[NH3]_(uM)
AAA001_C22,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_D08,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_D14,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured marine thaumarchaeote KM3_69_H10,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_D19,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured marine group I thaumarchaeote,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_E03,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured marine archaeon,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_E10,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;marine metagenome,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_E14,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_E15,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thioglobaceae;SUP05 cluster;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_E21,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_F05,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,12.28,0,0,912607,0.912607,45,24745,20280,48974,55.52,5,35.5,128,37.59,0.04,0.009
AAA001_F06,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade IV;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_F11,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_F21,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_G11,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_G18,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Gemmatimonadetes;BD2-11 terrestrial group;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_G21,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured crenarchaeote,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_I13,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_I14,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured marine thaumarchaeote KM3_69_H10,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_I18,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;marine metagenome,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_I21,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_I23,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;AncK6;hydrothermal vent metagenome,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,13.79,0,0,622615,0.622615,70,13843,8894,31437,49.65,5,35.5,128,37.59,0.04,0.009
AAA001_J07,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_J14,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;uncultured Verrucomicrobiales bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_J17,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured marine thaumarchaeote KM3_69_H10,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_J20,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;marine metagenome,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_J21,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_L13,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured marine archaeon,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_M13,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Chloroflexi;N9D0;marine metagenome,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_M20,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_N08,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA001_O14,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_A04,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_A09,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_A13,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thioglobaceae;SUP05 cluster;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_A14,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;LS-NOB;uncultured Nitrospina sp.,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_A19,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AEGEAN-169 marine group;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_C02,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_C09,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured marine bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_C16,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_C18,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_C23,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_D04,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_D05,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_D08,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_D09,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);SAR324 cluster bacterium SCGC AB-629-J17,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_D11,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured marine thaumarchaeote KM3_69_H10,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_D21,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_E02,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Endozoicomonadaceae;Endozoicomonas;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,47.72,0,0,1455169,1.455169,67,47612,21718,94669,47.01,5,35.5,128,37.59,0.04,0.009
AAA003_E14,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured archaeon,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_E19,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;LS-NOB;uncultured Nitrospina sp.,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_E20,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_E22,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Marinimicrobia_SAR406_clade;Marinimicrobia bacterium SCGC AAA003-E22,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,34.71,0.1,0,909297,0.909297,112,64766,8118,116530,37.02,5,35.5,128,37.59,0.04,0.009
AAA003_E23,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;marine metagenome,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_F02,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Verrucomicrobia;Verrucomicrobiae;Arctic97B-4 marine group;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_F05,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Thiohalorhabdales;Thiohalorhabdaceae;uncultured;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_F06,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_F10,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;uncultured alpha proteobacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_F15,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_F16,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_F20,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_F21,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group;uncultured bacterium AD12-A11,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_G02,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_G07,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured marine thaumarchaeote KM3_69_H10,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_G11,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;marine metagenome,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_G15,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;marine metagenome,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_G16,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);SAR324 cluster bacterium SCGC AB-629-O05,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_G17,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_G19,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_G23,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Euryarchaeota;Thermoplasmata;Marine Group II;uncultured archaeon,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_I10,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;marine metagenome,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_I22,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured archaeon,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
AAA003_J03,SASTG,800,Nov,2007,SASTG_800_Nov_2007,-12.494833,-4.998667,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;uncultured bacterium,,,128,Oxic,Open_Ocean_OMZ,Open_Ocean,,,,,,,,,,,5,35.5,128,37.59,0.04,0.009
